Original Comment,Cleaned Comment,VADER Sentiment,Hugging Face Sentiment
Trump is a good friend of India. Happy that he is well and safe,trump good friend india happy well safe,Positive,POSITIVE
This is terrible!,terrible,Negative,NEGATIVE
American jokes.,american jokes,Positive,POSITIVE
看来已经赢了……,,Neutral,Neutral
can someone give brief explanation why either candidate is a bad candidate? (genuine qn),someone give brief explanation either candidate bad candidate genuine qn,Negative,NEGATIVE
Gid is GREAT❤. GID PROTECTS GODD LEADERS  OF THE WORLD. ❤❤❤,gid great gid protects godd leaders world,Positive,POSITIVE
Omg 😕🤯,omg,Neutral,NEGATIVE
你可以瞄准我的胸口和头颅，但是你不能瞄准我的耳朵，因为我还要倾听人民的声音<br><br>                                                  特朗普,brbr,Neutral,POSITIVE
I don’t get it. Why does he need to run again if he and his supporters think he’s the current president? 🤷🏽‍♂️,dont get need run supporters think hes current president,Positive,NEGATIVE
"Grabeh gagawin tlaga nila ang lahat pra lang mawala c Trump,takot ang karamihang manalo sya lalo yang mga immigrants?",grabeh gagawin tlaga nila ang lahat pra lang mawala c trumptakot ang karamihang manalo sya lalo yang mga immigrants,Neutral,NEGATIVE
Nah this is not the way. This is not the way,nah way way,Negative,NEGATIVE
👇People who consider this as unacceptable,people consider unacceptable,Negative,NEGATIVE
Why arent ppl running???? 0.o Especially the ones behide president trump? Like wtff,arent ppl running especially ones behide president trump like wtff,Positive,NEGATIVE
THIS IS ALL A FAKE KABUKI THEATRE. RIGHT? Lhl,fake kabuki theatre right lhl,Negative,NEGATIVE
only in america,america,Neutral,POSITIVE
Brings to mind Taiwan&#39;s Chen Sui-Bian,brings mind taiwans chen suibian,Neutral,POSITIVE
They are trying everything to stop Trump . I feel bad for Trump.,trying everything stop trump feel bad trump,Negative,NEGATIVE
Tipis bangett,tipis bangett,Neutral,POSITIVE
Win liao lor,win liao lor,Positive,POSITIVE
Is it true that Elvis Presley wasn&#39;t behind all this?,true elvis presley wasnt behind,Positive,POSITIVE
So he is bullet proof?,bullet proof,Neutral,POSITIVE
what a crazy world we live in nowadays...,crazy world live nowadays,Negative,POSITIVE
"Wow.... 98 comments but only 35 is visible and allowed, really biased channel 😂😂",wow comments visible allowed really biased channel,Positive,NEGATIVE
"Цирк уехал ,а клоуны остались 🤣",,Neutral,Neutral
❤Mr Trump had Won this Election Campaign ! 🎉,mr trump election campaign,Neutral,POSITIVE
why are you uploading this ? theres a joker in singapore say do not interfere family quarrel while he himself interfere russia one period of time and when putin responds everybody balls shrink,uploading theres joker singapore say interfere family quarrel interfere russia one period time putin responds everybody balls shrink,Positive,NEGATIVE
Alec baldwin.... :(,alec baldwin,Neutral,POSITIVE
Not everyone is Yamagami Tetsuya.,everyone yamagami tetsuya,Neutral,POSITIVE
Fake 😂...,fake,Negative,NEGATIVE
Fake,fake,Negative,NEGATIVE
They’ll never stop him now!,theyll never stop,Positive,POSITIVE
Who is the director of this good movie,director good movie,Positive,POSITIVE
Prayers for protection for Trump and family!🙏🙏🙏,prayers protection trump family,Neutral,POSITIVE
"The US wants the whole world to implement democracy, but they themselves don&#39;t implement democracy",us wants whole world implement democracy dont implement democracy,Neutral,NEGATIVE
I hate that man. But I don&#39;t wish anyone to get hurt just because of a difference in opinion.<br><br>At the risk of sounding insensitive: Trump is definitely going to use this as a &quot;survivor&#39; story got gain sympathy votes.,hate man dont wish anyone get hurt difference opinionbrbrat risk sounding insensitive trump definitely going use quotsurvivor story got gain sympathy votes,Negative,NEGATIVE
🙏😢,,Neutral,Neutral
Hahahaha.. 😂,hahahaha,Neutral,POSITIVE
Ok he wins,ok wins,Positive,POSITIVE
Secret service use arm to block his head at the end of the video ? Kidding me ? <br>Looks staged.,secret service use arm block head end video kidding brlooks staged,Negative,NEGATIVE
This is the leadership Americans need. Donald J Trump. A real American badass 🇺🇸🇺🇸🇺🇸,leadership americans need donald j trump real american badass,Negative,NEGATIVE
ONE INCH to the right and Trump wouldve been dead!  FJB,one inch right trump wouldve dead fjb,Negative,NEGATIVE
"There were a lot of brave spectators , they all did not run away",lot brave spectators run away,Positive,POSITIVE
the most democrazy in the world😂😂,democrazy world,Neutral,POSITIVE
LOL straits times why did u trim out the &#39;USA USA USA&#39; crowd cheering part in the video that u initially uploaded??? why do u need to censor that away ?! pathetic.,lol straits times u trim usa usa usa crowd cheering part video u initially uploaded u need censor away pathetic,Negative,NEGATIVE
Shot? Someone is trying to kill him😡. What kind of reporting is this??,shot someone trying kill kind reporting,Negative,NEGATIVE
Civil war is coming,civil war coming,Negative,NEGATIVE
Trump = Taiwan former president Chen Shui Bian = bullets,trump taiwan former president chen shui bian bullets,Neutral,NEGATIVE
thanks government,thanks government,Positive,POSITIVE
God bless President Trump.,god bless president trump,Positive,POSITIVE
"Hats off to those men and woman, who put their lives on the line to protect him at any cost.  ❤❤",hats men woman put lives line protect cost,Positive,NEGATIVE
God Bless Good Heart People In The CIA Still Putting Their Lives On The Line For America.<br>Unlike the ones that turned on Trump in 2020,god bless good heart people cia still putting lives line americabrunlike ones turned trump,Positive,NEGATIVE
God Save Trump MAGA,god save trump maga,Positive,NEGATIVE
Totally unacceptable. Our prayers are with you Mr. Trump ✝️.,totally unacceptable prayers mr trump,Negative,NEGATIVE
"Vote America, vote Trump!",vote america vote trump,Neutral,POSITIVE
Distraction from the Epstein files and Katie Johnson’s lawsuit aganist Trumpp,distraction epstein files katie johnsons lawsuit aganist trumpp,Negative,NEGATIVE
God bless and protect President Trump! Keep him safe. They are really going after him. God bless the SS and law enforcement that they do the job to protect him.,god bless protect president trump keep safe really going god bless ss law enforcement job protect,Positive,POSITIVE
This is not scripted acting. This is america,scripted acting america,Neutral,NEGATIVE
"If there was that many bullets fired directly at trump then how has everyone stood behind him not been shot by a stray or even the bullet that hit his ear it obviously didn’t lodge in his ear I don’t like Biden or trump but it’s obvious that this was a fake unless someone stood directly behind him God forbid injured, and also his bodyguards are casually walking through with him  surely they should go down on the ground as he seems to be in the line of fire if they are walking. <br>Just a thought….",many bullets fired directly trump everyone stood behind shot stray even bullet hit ear obviously didnt lodge ear dont like biden trump obvious fake unless someone stood directly behind god forbid injured also bodyguards casually walking surely go ground seems line fire walking brjust thought,Negative,NEGATIVE
End DEI hiring quotas for all Federal Agents.,end dei hiring quotas federal agents,Neutral,NEGATIVE
"Donald Trump = drama queen. Pfff…  look at him playing the strong man just because there are bodyguards around him, should he have been on his own, it would have been another story",donald trump drama queen pfff look playing strong man bodyguards around would another story,Positive,NEGATIVE
"cover with shield, not with your body next time...hope this never happened again... clearly, russian,iran,saudi,palestine,all muslim country IS NOT YOUR ENEMY !!!! ... you know it",cover shield body next timehope never happened clearly russianiransaudipalestineall muslim country enemy know,Negative,NEGATIVE
"Well, this wouldn’t have happened if Donald Trump did not spend his time provoking and insulting people . Maga people spend their free time death threatening and even injuring people they don’t like. Just because Donald Trump incites them to violence. It was bound to happen sooner or later. Sad and pathetic.  But I doubt Donald Trump will learn his lesson. And tone down his rethoric.<br>I bet he is going to claim he is the eternal victim.<br>There is no hero in the ex president (he called for violence) and no hero in the killer (he should have known that the 45 would start to play with it. I don’t feel sorry for either of them",well wouldnt happened donald trump spend time provoking insulting people maga people spend free time death threatening even injuring people dont like donald trump incites violence bound happen sooner later sad pathetic doubt donald trump learn lesson tone rethoricbri bet going claim eternal victimbrthere hero ex president called violence hero killer known would start play dont feel sorry either,Negative,NEGATIVE
